test_case_id,human_model,case_type,human_overall,ai_overall,verdict,reason
m072-POS-01,Value Chain Analysis,POS,4.8,4.8,ai,"vs baseline: the human baseline already owns the full two-pass chain discipline (concentration math, premium mapping to heat treatment + inspection, boundary discipline, mitigations) — the routed v6 AI now matches it by contract, where the non-routed v5 run lost: v5 inferred rather than derived that tolerance lives in heat treatment + inspection, seriously weighed offshoring the tolerance cells (Alternative B, $5.6M/yr), and never quantified the premium risk. The routed pass makes the chain contract (decompose activity chain, locate value/cost concentration, name differentiation sources, chain-boundary note with 'what not to move') mandatory, and the ruin screen converts the boundary rule into arithmetic: premium loss = −$8M/yr floor vs +$4.8M/yr upside → breakeven drift probability 37.5%."
m073-NEG-01,Game Theory / Strategic Interaction,NEG,3.4,4.9,ai,"vs baseline: the pure baseline produced the correct equilibrium on an axiom (utility = money, atomized, one-shot; p = 1) and approved the epsilon-offer, treating the 41% pilot walk-off as noise — the style's registered weakness (payoff assumptions fragile) operating as designed. The routed run treated the model's prediction as a claim, audited provenance (p = 1 is an axiom with zero provenance; p ~ 0.6 is measured from the same company's pilot at a smaller cut), priced the walk-off tail (EV 1.1 vs 2.13, break-even p >= 0.85), and — new vs the v5 run — named the mechanism via the m084 synthesis context: the 4,200-member chat (2.2x the fleet) converts the 1,900-player one-shot into a repeated collective-action game, so the model solves the wrong game form."
m073-POS-01,Game Theory / Strategic Interaction,POS,4.6,4.9,ai,"vs baseline: the pure human baseline executed the game-form-first pass in one clean sweep with the sunkness check landing as the signature insight (it is L's inability to resell, not the technology, that deters); the non-routed v5 AI reached the game form late and burned a pass screening a data-less partnership alternative. The routed v6 run installed the game form as the first move (structure-first scan + m073 completion contract: players/strategies/payoffs -> equilibrium -> commitment -> payoff-assumption fragility), priced the break-even on the +4 effect (e > 3, margin 1), and added the never-used insight and the boundary-niche point via the m019 gate and insight pass."
m074-NEG-01,Nash Equilibrium Reasoning,NEG,2.7,4.8,ai,"vs baseline: the pure-style baseline ran a correct no-deviation audit, hit the 2-element equilibrium set {(X,X),(Y,Y)}, declared 'indeterminate — selection is outside the model', and when pressed picked payoff-dominant (X,X) by fiat with no mechanism — exactly the mismatch trap (NewGrid following bare 'both adopt X' advice lands on 2-3). The v5 AI already won this (4.7) by treating the equilibrium set as the input; the v6 routed run reproduced that win by mechanism instead of emergence: the G1 dual-route ran m044 (stakeholder pass: VoltNet's 340-charger base is focal → it will play Y; NewGrid's risk-dominance threshold 6/13 ≈ 0.46 unmet → default (Y,Y) = (8,8)) and m075 (satisficing: aspiration bar set first, (Y,Y) clears it, conversion to (X,X) only while subsidy < +4 $M surplus), with m088's commitment-device lens turning the recommendation into a mechanism (mandate + subsidy, not advice), and the trap style (no-deviation equilibrium detector) was routed out of top-3 (router NEG property 92.5%). Residual gap: the subsidy cost is bounded (< 4) but not measured, and NewGrid's actual beliefs are unobservable — the 6/13 threshold is an indifference point, not a forecast."
m074-POS-01,Nash Equilibrium Reasoning,POS,4.6,4.9,ai,"vs baseline: the pure-style baseline was near-gold (matrix first, deviation audit on the pact, +2.4 both, dominance to unique (C,C) = (3.9,3.9), enforcement P >= 2.4, antitrust flag, trap cell 3.0) — the v5 AI matched the verdict but lost 3.0 efficiency by formalizing game structure in WHY before applying the same test. The v6 routed run closed that gap by contract: the m074 pass ran matrix + deviation audit as the opening move of HOW (the v5 lesson 'write the payoff matrix immediately; test the proposed plan cell before discussing merits' installed as the module's completion contract), and the R3 gates added content instead of scaffolding — the m007 ruin screen proved Cheat beats Hold over the ENTIRE belief range (2.4 - 1.5p > 0 for all p in [0,1], so no belief justifies holding), and the m019 adversary pass quantified the broker's incentive (the association profits from ratification, not fulfillment) and the trap-cell exposure (0.9/quarter vs status quo). Residual gap: enforcement legality and detection lag stay non-arithmetic (antitrust review, not computation)."
m075-NEG-01,Bounded Rationality & Satisficing (Simon),NEG,2.6,4.9,ai,"vs baseline: the human executed the ritual flawlessly (bar $3.00, accept S2 at $2.95, $708,000 locked) and never tested the rule's premise — arbitrary round-number bar + free parallel non-expiring search = $79,200 (11.2%) left on the table. The routed pass catches it inside the passes: m088's pre-commitment audit shows the announced rule is a Ulysses contract binding the WRONG procedure (a stopping rule instead of a screening rule; its inflexibility and commitment-regret weaknesses gate-checked), and the mandatory m003 gate enumerates >= 6 ranked failure categories including the adverse-selection loop, with the never/always validity condition."
m075-POS-01,Bounded Rationality & Satisficing (Simon),POS,4.6,4.8,ai,"vs baseline: the human set the aspiration ex ante from the index and executed first-pass, locking $2,424 at H3; the v5 AI reached the same stop only after a WHY-stage self-correction (it first drafted a verify-per-offer strategy that would have consumed each offer's hour). The routed pass closes that gap: satisficing runs as the first-class HOW pass with its completion contract (explicit aspiration <= $2.05, mechanical first-meeting, aspiration-check on outcome, no-unbounded-search guard), and the dual-route adds stakeholder grounding (m044: hourly expiry is the search-cost mechanism; broker rate the only unacceptable outcome) and the falsifiable continuation observable (m011: no quote <= $2.02 appears in H4-H6)."
m076-NEG-01,Prospect Theory Awareness,NEG,3.3,4.9,ai,"vs baseline: the pure style over-corrected by design — it neutrally restated the deal (EV +$160K), ran a partial frame-invariance test, and recommended taking a deal worth -$140K to the owner, defaulting her business (3.3 vs 4.9). The v5 AI won the same case by general-loop luck (a balance-sheet pass that happened to retrieve the covenant facts). The v6 dual-route (confident=no: m018/m019/m031 first-class, de-biasing module kept OUT of the pass set) installed the winning moves as guaranteed structure: m019 quantified the covenant-exposure vector (-$380K expected on that vector alone) with baseline-risk comparison, m031 ran the frame-invariance test as formal hypothesis falsification (H1 'bias' predicts attenuation under gain framing; the refusal persists → H1 refuted), and m003 gated the six correction paths the memo must never take."
m076-POS-01,Prospect Theory Awareness,POS,4.8,4.9,ai,"vs baseline: the human executed the pure style's home-turf move in one pass — neutral restatement, reference-point naming, invariance flip check, linear probability weighting — while the non-routed v5 AI recovered the same Plan A but audited the numbers, not the decision (it never ran the flip, never named the reference point, and asserted the framing effect instead of proving it; 3.6 vs 4.8). The v6 routed m076 pass executed the full completion contract first-class (loss-aversion / reference-dependence / probability-weighting audit + neutral restatement + preference-over-correction guard) and added what the pure baseline lacks: the m003 inversion gate (six ranked failure paths, 'never decide on the wording' reframing), P3 branch pricing (B failure branch = -$6.0M), and the m011 decisive experiment (re-ask the director in gain terms) as the checkable reversal proof."
m077-NEG-01,Sunk Cost Recognition,NEG,2.7,4.9,ai,"vs baseline: the baseline stripped the $14M correctly (its only good beat) and then made the style's signature false positive — it heard the counterparty's 'you're not going anywhere' as manipulation and walked on +4.2 vs +1.8, dismissing the three documented forward commitment channels (window +$4.5M, reputation +$2.5M, co-investment terms +$2.5M) as rationalization, forfeiting ≈ $11M of forward value for $2.4M of contract advantage (2.7). The routed v6 run priced all three channels BEFORE selection — evidence-graded commitment audit (framework agreement, industry reports, supplier survey all survive the evidence gate), pre-commitment analysis (the window is Aerion's pre-commitment; Halcyon's credibility is an asset for the 2 planned lines), and critical reading of the VP's line (structural core that works both ways) — reaching stay ≈ +$11.3M vs walk ≈ −$9.3M with a 5–8% renegotiation band, and the mandatory m019 adversary pass ran the baseline-risk comparison the pure style skips."
